422	John Goodman	1952	-1	actor,soundtrack,producer
424	Hugh Grant	1960	-1	actor,soundtrack
426	Jennifer Grey	1960	-1	actress,soundtrack
427	Pam Grier	1949	-1	actress,soundtrack,writer
429	Melanie Griffith	1957	-1	actress,producer
430	Steve Guttenberg	1958	-1	actor,producer,soundtrack
431	Taylor Hackford	1944	-1	producer,director,writer
432	Gene Hackman	1930	-1	actor,soundtrack,producer
433	Corey Haim	1971	2010	actor,producer,soundtrack
434	Mark Hamill	1951	-1	actor,producer,soundtrack
435	Daryl Hannah	1960	-1	actress,producer,soundtrack
436	Curtis Hanson	1945	2016	director,producer,writer
437	Woody Harrelson	1961	-1	actor,producer,soundtrack
438	Ed Harris	1950	-1	actor,producer,director
439	Neil Patrick Harris	1973	-1	actor,soundtrack,producer
440	Nina Hartley	1959	-1	actress,director,producer
441	Noah Hathaway	1971	-1	actor,miscellaneous
443	Goldie Hawn	1945	-1	actress,producer,soundtrack
444	Glenne Headly	1955	2017	actress
445	Dan Hedaya	1940	-1	actor,soundtrack
446	Mariel Hemingway	1961	-1	actress,soundtrack,producer
448	Lance Henriksen	1940	-1	actor,miscellaneous
449	Natasha Henstridge	1974	-1	actress,producer,soundtrack
450	Philip Seymour Hoffman	1967	2014	actor,producer,soundtrack
451	Gaby Hoffmann	1982	-1	actress,director,soundtrack
452	Lauren Holly	1963	-1	actress,producer
453	Ian Holm	1931	-1	actor,soundtrack,animation_department
454	Dennis Hopper	1936	2010	actor,director,writer
455	John Hughes	1950	2009	writer,producer,director
456	Holly Hunter	1958	-1	actress,producer,soundtrack
457	John Hurt	1940	2017	actor,soundtrack
458	William Hurt	1950	-1	actor,producer
459	Timothy Hutton	1960	-1	actor,producer,director
460	Jeremy Irons	1948	-1	actor,soundtrack,producer
461	Michael Ironside	1950	-1	actor,producer,writer
463	Famke Janssen	1964	-1	actress,writer,director
464	Jim Jarmusch	1953	-1	director,writer,actor
466	Jean-Pierre Jeunet	1953	-1	director,writer,producer
468	Lynn-Holly Johnson	1958	-1	actress,director
469	James Earl Jones	1931	-1	actor,soundtrack
470	Jeffrey Jones	1946	-1	actor
471	Raul Julia	1940	1994	actor,soundtrack
472	Boris Karloff	1887	1969	actor,soundtrack
473	Diane Keaton	1946	-1	actress,producer,director
474	Michael Keaton	1951	-1	actor,producer,soundtrack
475	Patsy Kensit	1968	-1	actress,soundtrack
480	Elias Koteas	1961	-1	actor,producer
483	Christopher Lambert	1957	-1	actor,producer,writer
484	John Landis	1950	-1	producer,director,actor
485	Fritz Lang	1890	1976	director,writer,producer
486	Heather Langenkamp	1964	-1	actress,special_effects,make_up_department
487	Ang Lee	1954	-1	director,producer,writer
488	Brandon Lee	1965	1993	actor,miscellaneous
489	Christopher Lee	1922	2015	actor,soundtrack,producer
490	Spike Lee	1957	-1	director,producer,writer
491	John Leguizamo	1964	-1	actor,writer,producer
492	Jennifer Jason Leigh	1962	-1	actress,producer,soundtrack
493	Jack Lemmon	1925	2001	actor,soundtrack,producer
494	Robert Sean Leonard	1969	-1	actor,soundtrack
495	Téa Leoni	1966	-1	actress,producer
496	Juliette Lewis	1973	-1	actress,soundtrack,director
497	Jennifer Lien	1974	-1	actress,producer,miscellaneous
498	Matthew Lillard	1970	-1	actor,producer,soundtrack
500	Richard Linklater	1960	-1	producer,director,writer
501	Ray Liotta	1954	-1	actor,producer,soundtrack
502	Christopher Lloyd	1938	-1	actor,soundtrack
504	Amy Locane	1971	-1	actress,soundtrack
505	Nia Long	1970	-1	actress,soundtrack
506	Julia Louis-Dreyfus	1961	-1	actress,producer,soundtrack
507	Rob Lowe	1964	-1	actor,producer,soundtrack
508	Carey Lowell	1961	-1	actress
510	Andie MacDowell	1958	-1	actress,producer,soundtrack
511	Shirley MacLaine	1934	-1	actress,soundtrack,writer
512	Elle Macpherson	1964	-1	actress,producer
513	William H. Macy	1950	-1	actor,writer,soundtrack
514	Michael Madsen	1957	-1	actor,producer,writer
515	Virginia Madsen	1961	-1	actress,producer,soundtrack
517	Terrence Malick	1943	-1	writer,producer,director
518	John Malkovich	1953	-1	actor,producer,director
519	David Mamet	1947	-1	writer,producer,director
520	Michael Mann	1943	-1	producer,writer,director
521	Sophie Marceau	1966	-1	actress,director,writer
523	Julianna Margulies	1966	-1	actress,producer,soundtrack
524	Mary Stuart Masterson	1966	-1	actress,producer,director
525	Heather Matarazzo	1982	-1	actress,producer,director
526	Samantha Mathis	1970	-1	actress,soundtrack,executive
527	Walter Matthau	1920	2000	actor,soundtrack,director
529	Debi Mazar	1964	-1	actress,make_up_department,producer
531	Frances McDormand	1957	-1	actress,producer,soundtrack
532	Malcolm McDowell	1943	-1	actor,producer,soundtrack
534	Kelly McGillis	1957	-1	actress,producer,soundtrack
535	Rose McGowan	1973	-1	actress,soundtrack,producer
537	Steve McQueen	1930	1980	actor,producer,soundtrack
538	Colm Meaney	1953	-1	actor,producer,soundtrack
539	Dina Meyer	1968	-1	actress,producer
541	Bette Midler	1945	-1	soundtrack,actress,producer
542	Penelope Ann Miller	1964	-1	actress,soundtrack
543	Sal Mineo	1939	1976	actor,soundtrack,music_department
545	Helen Mirren	1945	-1	actress,director,producer
546	Matthew Modine	1959	-1	actor,producer,director
547	Alfred Molina	1953	-1	actor,producer,soundtrack
549	Roger Moore	1927	2017	actor,miscellaneous,producer
551	Dermot Mulroney	1963	-1	actor,soundtrack,music_department
552	Eddie Murphy	1961	-1	actor,writer,producer
553	Liam Neeson	1952	-1	actor,producer,soundtrack
554	Sam Neill	1947	-1	actor,director,writer
555	Judd Nelson	1959	-1	actor,writer,producer
556	Olivia Newton-John	1948	-1	soundtrack,actress,music_department
557	Brigitte Nielsen	1963	-1	actress,soundtrack,producer
558	Leslie Nielsen	1926	2010	actor,producer,soundtrack
559	Leonard Nimoy	1931	2015	actor,director,producer
560	Nick Nolte	1941	-1	actor,producer
562	Jeremy Northam	1961	-1	actor,soundtrack
563	Chris O'Donnell	1970	-1	actor,producer,director
564	Peter O'Toole	1932	2013	actor,soundtrack,producer
565	Lena Olin	1955	-1	actress
566	Julia Ormond	1965	-1	actress,producer
567	George Orwell	1903	1950	writer
568	Frank Oz	1944	-1	actor,miscellaneous,soundtrack
569	Gwyneth Paltrow	1972	-1	actress,soundtrack,producer
570	Alan Parker	1944	-1	director,writer,soundtrack
571	Mary-Louise Parker	1964	-1	actress,soundtrack,miscellaneous
572	Sarah Jessica Parker	1965	-1	actress,producer,miscellaneous
574	Jason Patric	1966	-1	actor,producer
575	Alexandra Paul	1963	-1	actress,producer,writer
576	Sean Penn	1960	-1	actor,director,producer
577	George Peppard	1928	1994	actor,assistant_director,soundtrack
578	Anthony Perkins	1932	1992	actor,soundtrack,director
579	Ron Perlman	1950	-1	actor,producer,soundtrack
581	Joseph L. Mankiewicz	1909	1993	writer,producer,director
582	Joe Pesci	1943	-1	actor,soundtrack
583	Wolfgang Petersen	1941	-1	director,producer,writer
586	Jada Pinkett Smith	1971	-1	actress,producer,writer
587	Donald Pleasence	1919	1995	actor,writer,soundtrack
591	Roman Polanski	1933	-1	actor,director,writer
592	Pete Postlethwaite	1946	2011	actor,producer
593	Kelly Preston	1962	-1	actress,soundtrack
596	Jonathan Pryce	1947	-1	actor,soundtrack
597	Bill Pullman	1953	-1	actor,director,soundtrack
598	Dennis Quaid	1954	-1	actor,producer,soundtrack
599	Kathleen Quinlan	1954	-1	actress,producer,soundtrack
600	Sam Raimi	1959	-1	producer,writer,director
601	Harold Ramis	1944	2014	writer,actor,producer
602	Robert Redford	1936	-1	producer,actor,director
603	Vanessa Redgrave	1937	-1	actress,soundtrack,producer
604	John C. Reilly	1965	-1	actor,writer,producer
605	Brad Renfro	1982	2008	actor,soundtrack,writer
606	Jean Reno	1948	-1	actor
608	Burt Reynolds	1936	2018	actor,director,producer
609	Ving Rhames	1959	-1	actor,producer,writer
610	Giovanni Ribisi	1974	-1	actor,soundtrack,cinematographer
612	Denise Richards	1971	-1	actress,producer,soundtrack
613	Joely Richardson	1965	-1	actress,producer,soundtrack
614	Alan Rickman	1946	2016	actor,soundtrack,writer
615	John Ritter	1948	2003	actor,producer,soundtrack
617	Tanya Roberts	1955	-1	actress,producer
618	Isabella Rossellini	1952	-1	actress,director,writer
619	Tim Roth	1961	-1	actor,producer,soundtrack
620	Mickey Rourke	1952	-1	actor,writer,music_department
621	Kurt Russell	1951	-1	actor,producer,writer
623	Rene Russo	1954	-1	actress,producer
624	Laura San Giacomo	1962	-1	actress
626	John Sayles	1950	-1	writer,actor,director
630	Liev Schreiber	1967	-1	actor,producer,miscellaneous
631	Ridley Scott	1937	-1	producer,director,production_designer
632	Jerry Seinfeld	1954	-1	writer,actor,producer
633	Tom Selleck	1945	-1	actor,producer,writer
634	Peter Sellers	1925	1980	actor,soundtrack,writer
636	William Shakespeare	1564	1616	writer,soundtrack,miscellaneous
638	William Shatner	1931	-1	actor,producer,writer
639	Ally Sheedy	1962	-1	actress,producer,soundtrack
640	Martin Sheen	1940	-1	actor,producer,soundtrack
